DATE_TIME,LATITUDE,LONGITUDE,GEOHASH,MINIMUM_SPEED,MAXIMUM_SPEED,AVERAGE_SPEED,NUMBER_OF_VEHICLES,Yogunluk
2024-10-21 07:00:00,41.0421752929688,28.8885498046875,sxk93r,1,116,44,469,Cok
2024-10-07 11:00:00,41.0971069335938,28.6248779296875,sxk3g3,49,139,85,137,Orta
2024-10-16 22:00:00,41.1520385742188,29.5806884765625,sxm415,61,105,83,2,Az
2024-10-12 04:00:00,41.0641479492188,28.6248779296875,sxk3e7,4,101,45,26,Az
2024-10-23 14:00:00,41.2399291992188,28.7017822265625,sxk6t5,54,54,54,1,Az
2024-10-19 11:00:00,41.0861206054688,28.8116455078125,sxk3xx,6,154,78,373,Cok
2024-10-01 17:00:00,40.9048461914063,29.1741943359375,sxk8xy,1,55,22,158,Orta
2024-10-19 04:00:00,40.9323120117188,29.1192626953125,sxk8ye,7,119,50,19,Az
2024-10-05 00:00:00,41.1190795898438,28.4930419921875,sxk3bm,6,109,53,15,Az
2024-10-08 17:00:00,41.0531616210938,29.0533447265625,sxk9t1,4,40,20,33,Az
2024-10-06 11:00:00,40.9268188476563,29.4378662109375,sxkbvf,80,174,118,47,Az
2024-10-15 21:00:00,40.7894897460938,29.4049072265625,sxkbj1,4,141,77,251,Orta
2024-10-02 14:00:00,41.0311889648438,29.0313720703125,sxk9kt,8,47,26,18,Az
2024-10-04 03:00:00,41.1245727539063,28.8446044921875,sxk9bq,11,101,65,38,Az
2024-10-17 23:00:00,41.0971069335938,28.8446044921875,sxk9b3,51,96,69,28,Az
2024-10-28 23:00:00,41.2454223632813,28.6907958984375,sxk6su,44,162,82,168,Orta
2024-10-01 11:00:00,40.9817504882813,28.8446044921875,sxk90k,16,99,66,78,Az
2024-10-10 12:00:00,41.0476684570313,28.8336181640625,sxk980,1,56,22,217,Orta
2024-10-09 12:00:00,40.9982299804688,29.0863037109375,sxk9jz,3,45,19,86,Az
2024-10-11 06:00:00,40.8224487304688,29.3609619140625,sxkbhp,31,148,80,515,Cok
2024-10-13 16:00:00,41.0366821289063,28.8885498046875,sxk93q,3,103,44,199,Orta
2024-10-05 19:00:00,41.0531616210938,29.0203857421875,sxk9s3,3,101,35,195,Orta
2024-10-21 21:00:00,41.0806274414063,29.0753173828125,sxk9tw,4,83,37,45,Az
2024-10-20 03:00:00,41.1080932617188,28.8446044921875,sxk9b7,58,93,75,4,Az
2024-10-08 11:00:00,41.1080932617188,29.4158935546875,sxkcv7,23,106,62,48,Az
2024-10-17 14:00:00,41.0202026367188,28.6798095703125,sxk3ke,11,118,59,531,Cok
2024-10-22 19:00:00,41.1135864257813,28.9434814453125,sxk9fs,35,109,72,211,Orta
2024-10-28 09:00:00,40.9323120117188,29.4378662109375,sxkbvg,78,143,102,35,Az
2024-10-12 10:00:00,41.2454223632813,28.6798095703125,sxk6ss,51,176,92,95,Az
2024-10-21 00:00:00,41.0202026367188,28.8006591796875,sxk3r7,4,50,25,34,Az
2024-10-02 14:00:00,41.1959838867188,29.0093994140625,sxkdk5,22,71,41,25,Az
2024-10-20 04:00:00,41.2234497070313,28.9984130859375,sxkdeb,59,136,95,32,Az
2024-10-06 09:00:00,41.1849975585938,28.4490966796875,sxk4r3,49,65,55,5,Az
2024-10-31 12:00:00,41.1190795898438,29.3829345703125,sxkcut,81,169,97,19,Az
2024-10-26 05:00:00,40.9158325195313,29.3609619140625,sxkbu0,47,147,85,45,Az
2024-10-05 21:00:00,41.1959838867188,29.1192626953125,sxkdqe,63,168,101,51,Az
2024-10-29 15:00:00,41.2454223632813,29.0313720703125,sxkdss,7,7,7,1,Az
2024-10-14 19:00:00,41.0751342773438,28.1414794921875,sxk18m,8,118,77,45,Az
2024-10-11 01:00:00,41.2289428710938,28.6138916015625,sxk6e1,38,147,89,54,Az
2024-10-08 19:00:00,41.0751342773438,29.0753173828125,sxk9tt,2,57,24,92,Az
2024-10-26 19:00:00,41.1630249023438,28.8885498046875,sxkd1m,33,134,81,210,Orta
2024-10-24 03:00:00,41.1135864257813,29.0203857421875,sxk9uk,48,97,73,10,Az
2024-10-05 00:00:00,40.8718872070313,29.2620849609375,sxkb9b,6,121,68,321,Cok
2024-10-10 16:00:00,40.9927368164063,28.8116455078125,sxk3pw,1,96,39,178,Orta
2024-10-13 21:00:00,41.1685180664063,29.5367431640625,sxm40n,63,116,86,10,Az
2024-10-24 07:00:00,41.2289428710938,29.0313720703125,sxkds9,30,112,77,55,Az
2024-10-26 02:00:00,41.0641479492188,28.0865478515625,sx7cx5,57,96,78,5,Az
2024-10-06 22:00:00,41.0311889648438,28.7786865234375,sxk3qv,2,87,25,26,Az
2024-10-08 06:00:00,41.1520385742188,29.4927978515625,sxkfp5,45,115,76,18,Az
2024-10-21 20:00:00,41.0476684570313,29.2071533203125,sxkc88,64,167,106,45,Az
2024-10-11 18:00:00,41.0531616210938,29.0643310546875,sxk9t3,3,52,23,44,Az
2024-10-12 09:00:00,41.0861206054688,28.8116455078125,sxk3xx,7,158,80,321,Cok
2024-10-31 03:00:00,41.0476684570313,28.9874267578125,sxk9e8,3,63,31,17,Az
2024-10-20 23:00:00,41.0861206054688,28.6468505859375,sxk3ez,6,99,49,54,Az
2024-10-21 15:00:00,41.1190795898438,29.2950439453125,sxkcft,53,92,73,7,Az
2024-10-14 15:00:00,40.9103393554688,29.2181396484375,sxkb8z,7,109,53,245,Orta
2024-10-30 15:00:00,41.0531616210938,29.2950439453125,sxkcd9,39,121,78,55,Az
2024-10-02 09:00:00,40.9542846679688,29.0863037109375,sxk8vz,1,86,42,97,Az
2024-10-23 23:00:00,41.1080932617188,29.0753173828125,sxk9ve,8,53,34,4,Az
2024-10-10 11:00:00,41.2124633789063,29.0863037109375,sxkdmy,74,149,105,47,Az
2024-10-12 14:00:00,41.1795043945313,28.5589599609375,sxk63b,69,195,104,128,Orta
2024-10-14 21:00:00,41.0751342773438,29.0863037109375,sxk9tv,13,73,47,6,Az
2024-10-02 01:00:00,41.0916137695313,28.0096435546875,sx7cv2,50,87,72,4,Az
2024-10-16 23:00:00,41.1465454101563,29.4927978515625,sxkfp4,60,102,75,6,Az
2024-10-13 10:00:00,41.0751342773438,28.2513427734375,sxk1dv,8,112,65,58,Az
2024-10-18 05:00:00,40.9762573242188,28.7786865234375,sxk3ng,32,65,44,8,Az
2024-10-08 06:00:00,40.8279418945313,29.3280029296875,sxkb72,10,96,46,113,Orta
2024-10-01 02:00:00,40.9817504882813,27.9656982421875,sx7chk,64,99,85,7,Az
2024-10-13 18:00:00,41.1190795898438,29.1192626953125,sxk9yt,7,89,51,71,Az
2024-10-13 13:00:00,41.2399291992188,28.6358642578125,sxk6ee,55,188,96,50,Az
2024-10-22 08:00:00,41.2454223632813,28.7786865234375,sxk6wu,12,167,94,164,Orta
2024-10-28 16:00:00,40.9542846679688,29.1082763671875,sxk8yr,6,61,20,80,Az
2024-10-31 21:00:00,40.9872436523438,29.1412353515625,sxk9pj,2,83,33,73,Az
2024-10-08 04:00:00,41.0037231445313,28.9764404296875,sxk972,7,79,25,15,Az
2024-10-27 11:00:00,41.0476684570313,29.2071533203125,sxkc88,77,160,113,29,Az
2024-10-21 10:00:00,41.0476684570313,29.0753173828125,sxk9t8,1,55,21,74,Az
2024-10-03 01:00:00,41.0092163085938,28.8446044921875,sxk923,3,70,26,39,Az
2024-10-30 01:00:00,41.1465454101563,28.2843017578125,sxk45d,75,171,98,21,Az
2024-10-21 15:00:00,41.0311889648438,28.8995361328125,sxk93t,2,75,30,286,Orta
2024-10-14 09:00:00,41.1080932617188,28.9544677734375,sxk9fg,3,129,48,375,Cok
2024-10-09 21:00:00,41.0916137695313,28.1414794921875,sxk1b2,67,138,90,34,Az
2024-10-28 04:00:00,41.3113403320313,27.9876708984375,sx7ghb,11,93,49,7,Az
2024-10-26 01:00:00,41.0476684570313,28.8885498046875,sxk992,6,143,64,195,Orta
2024-10-19 21:00:00,41.2124633789063,28.4490966796875,sxk4rq,39,60,49,1,Az
2024-10-20 18:00:00,41.2289428710938,29.0643310546875,sxkdt3,64,187,104,181,Orta
2024-10-06 13:00:00,41.0421752929688,29.1961669921875,sxkc2r,53,136,95,28,Az
2024-10-20 14:00:00,41.1410522460938,28.9105224609375,sxkd1c,31,136,73,274,Orta
2024-10-01 17:00:00,40.8773803710938,29.3170166015625,sxkbe1,2,137,58,526,Cok
2024-10-18 01:00:00,41.0092163085938,28.9874267578125,sxk979,38,99,62,6,Az
2024-10-09 07:00:00,41.0531616210938,28.6798095703125,sxk3s9,1,150,53,878,Cok
2024-10-11 23:00:00,41.1245727539063,29.2840576171875,sxkcfq,39,174,86,207,Orta
2024-10-22 00:00:00,40.9707641601563,29.0863037109375,sxk9jf,3,61,28,21,Az
2024-10-22 20:00:00,41.0202026367188,29.1522216796875,sxk9r7,5,46,22,46,Az
2024-10-11 03:00:00,41.1849975585938,28.7347412109375,sxk6mc,10,84,33,26,Az
2024-10-19 22:00:00,41.1520385742188,29.6246337890625,sxm445,48,91,58,2,Az
2024-10-05 11:00:00,41.0751342773438,28.1744384765625,sxk19j,25,114,76,73,Az
2024-10-07 16:00:00,40.9378051757813,29.3389892578125,sxkbgs,7,117,68,222,Orta
2024-10-23 16:00:00,41.0092163085938,29.1302490234375,sxk9qc,2,64,23,127,Orta
2024-10-07 14:00:00,41.1520385742188,29.6026611328125,sxm41e,52,125,86,17,Az
2024-10-13 13:00:00,41.0147094726563,28.8336181640625,sxk924,1,71,26,85,Az
2024-10-13 06:00:00,41.1245727539063,29.3170166015625,sxkcgn,90,90,90,1,Az
2024-10-14 07:00:00,41.1190795898438,29.1302490234375,sxk9yv,2,105,52,111,Orta
2024-10-29 09:00:00,40.9982299804688,28.9324951171875,sxk94r,4,114,53,102,Orta
2024-10-16 05:00:00,41.2289428710938,28.8226318359375,sxk6xc,6,131,78,182,Orta
2024-10-13 02:00:00,41.1630249023438,28.4600830078125,sxk4pt,32,121,58,11,Az
2024-10-15 07:00:00,41.1740112304688,28.4490966796875,sxk4pr,16,165,96,89,Az
2024-10-19 16:00:00,40.9048461914063,29.1632080078125,sxk8xw,2,69,30,59,Az
2024-10-21 06:00:00,41.1465454101563,28.3282470703125,sxk4hd,27,154,94,41,Az
2024-10-29 14:00:00,41.1135864257813,29.4378662109375,sxkcvu,55,123,90,49,Az
2024-10-28 15:00:00,41.0531616210938,29.1961669921875,sxkc83,73,151,105,108,Orta
2024-10-06 18:00:00,40.9652709960938,28.8226318359375,sxk3pc,10,97,52,78,Az
2024-10-07 08:00:00,41.0696411132813,28.2843017578125,sxk1es,7,79,38,112,Orta
2024-10-09 10:00:00,41.1245727539063,29.3719482421875,sxkcuq,56,129,91,14,Az
2024-10-11 02:00:00,40.9927368164063,28.8775634765625,sxk91n,9,44,19,6,Az
2024-10-04 00:00:00,41.0806274414063,28.7896728515625,sxk3xn,12,71,33,16,Az
2024-10-09 11:00:00,41.0916137695313,29.0863037109375,sxk9vb,2,118,35,707,Cok
2024-10-16 02:00:00,40.9872436523438,28.7786865234375,sxk3nv,5,127,57,65,Az
2024-10-16 14:00:00,40.9487915039063,29.1632080078125,sxk8zw,3,81,37,132,Orta
2024-10-20 04:00:00,41.0037231445313,29.1741943359375,sxk9rb,15,77,39,8,Az
2024-10-20 20:00:00,41.2069702148438,29.1082763671875,sxkdqm,69,155,99,145,Orta
2024-10-26 07:00:00,40.8718872070313,29.2730712890625,sxkbd0,4,120,53,623,Cok
2024-10-19 17:00:00,41.1849975585938,28.9874267578125,sxkd79,6,6,6,1,Az
2024-10-01 05:00:00,41.0806274414063,29.0972900390625,sxk9wn,2,161,100,290,Orta
2024-10-31 05:00:00,40.9817504882813,29.3280029296875,sxkc5k,35,141,81,131,Orta
2024-10-06 04:00:00,41.0916137695313,29.0203857421875,sxk9u2,12,177,82,41,Az
2024-10-10 16:00:00,40.9048461914063,29.2950439453125,sxkbdw,7,65,43,38,Az
2024-10-18 07:00:00,40.9487915039063,29.4049072265625,sxkbvn,16,104,60,70,Az
2024-10-07 09:00:00,41.0861206054688,29.3280029296875,sxkcer,21,105,63,55,Az
2024-10-25 03:00:00,41.2344360351563,28.9324951171875,sxkdd6,59,103,82,38,Az
2024-10-20 01:00:00,41.0256958007813,28.9544677734375,sxk96u,5,73,31,30,Az
2024-10-28 04:00:00,41.0092163085938,28.8116455078125,sxk3r9,7,135,58,85,Az
2024-10-30 10:00:00,41.1245727539063,29.0203857421875,sxk9uq,1,87,39,132,Orta
2024-10-20 20:00:00,41.0696411132813,29.1082763671875,sxk9wk,2,96,44,310,Cok
2024-10-15 12:00:00,40.9432983398438,29.1302490234375,sxk8yv,2,109,37,663,Cok
2024-10-04 08:00:00,40.9817504882813,29.3389892578125,sxkc5s,61,141,96,85,Az
2024-10-04 00:00:00,41.2014770507813,28.8555908203125,sxkd2s,17,159,82,123,Orta
2024-10-17 23:00:00,40.9872436523438,28.8775634765625,sxk91j,3,37,20,17,Az
2024-10-17 18:00:00,40.8663940429688,29.4049072265625,sxkbmp,5,126,50,157,Orta
2024-10-27 12:00:00,40.8718872070313,29.2950439453125,sxkbd8,6,140,65,158,Orta
2024-10-20 18:00:00,41.1080932617188,28.5809326171875,sxk3f7,58,138,94,50,Az
2024-10-25 22:00:00,41.0586547851563,29.1851806640625,sxkc84,118,129,123,2,Az
2024-10-26 04:00:00,40.9817504882813,28.7567138671875,sxk3nk,33,120,76,68,Az
2024-10-21 12:00:00,41.0421752929688,28.8555908203125,sxk92x,1,46,17,138,Orta
2024-10-05 04:00:00,40.9817504882813,29.1632080078125,sxk9ps,13,58,34,12,Az
2024-10-22 21:00:00,40.9213256835938,29.1741943359375,sxk8zc,7,114,50,276,Orta
2024-10-11 16:00:00,40.9817504882813,28.8446044921875,sxk90k,2,96,50,91,Az
2024-10-13 20:00:00,41.0147094726563,27.9876708984375,sx7ckf,14,105,67,42,Az
2024-10-19 13:00:00,40.9378051757813,29.1192626953125,sxk8ys,3,96,38,195,Orta
2024-10-24 04:00:00,41.0311889648438,28.8995361328125,sxk93t,4,91,47,31,Az
2024-10-21 08:00:00,41.0806274414063,29.0643310546875,sxk9tq,1,70,23,104,Orta
2024-10-25 07:00:00,40.9927368164063,28.8336181640625,sxk90n,1,94,36,699,Cok
2024-10-29 17:00:00,41.0751342773438,28.1195068359375,sx7cxv,39,151,83,103,Orta
2024-10-24 02:00:00,40.9762573242188,29.2181396484375,sxkc0g,9,164,71,94,Az
2024-10-02 01:00:00,41.1795043945313,28.1085205078125,sx7fr8,58,135,83,28,Az
2024-10-22 18:00:00,41.1904907226563,28.6358642578125,sxk67d,6,94,49,40,Az
2024-10-09 08:00:00,41.0586547851563,28.9984130859375,sxk9ef,1,52,20,116,Orta
2024-10-27 16:00:00,41.0037231445313,28.8446044921875,sxk922,2,69,20,88,Az
2024-10-17 13:00:00,41.0861206054688,29.3719482421875,sxkcsr,32,89,66,10,Az
2024-10-27 02:00:00,41.0806274414063,28.5150146484375,sxk38y,56,118,81,15,Az
2024-10-07 07:00:00,41.0586547851563,28.9984130859375,sxk9ef,1,49,21,113,Orta
2024-10-27 19:00:00,41.1465454101563,29.0533447265625,sxkdj4,3,52,21,5,Az
2024-10-21 17:00:00,41.0751342773438,28.7567138671875,sxk3wm,20,58,41,19,Az
2024-10-25 06:00:00,41.0202026367188,28.8226318359375,sxk3rg,1,67,26,203,Orta
2024-10-10 21:00:00,41.0092163085938,28.9434814453125,sxk969,2,58,21,71,Az
2024-10-10 16:00:00,40.9652709960938,29.1741943359375,sxk9pc,14,50,38,5,Az
2024-10-23 17:00:00,41.0202026367188,28.5699462890625,sxk365,1,104,56,339,Cok
2024-10-16 13:00:00,41.1080932617188,28.7786865234375,sxk3yg,9,93,39,28,Az
2024-10-29 12:00:00,41.1135864257813,28.1634521484375,sxk1bu,15,108,58,48,Az
2024-10-13 01:00:00,41.0586547851563,28.8885498046875,sxk996,7,147,60,106,Orta
2024-10-21 12:00:00,40.8773803710938,29.2291259765625,sxkb91,3,84,27,126,Orta
2024-10-11 14:00:00,40.9927368164063,28.7017822265625,sxk3jn,3,89,38,284,Orta
2024-10-30 10:00:00,41.0916137695313,28.6358642578125,sxk3g8,2,127,43,299,Orta
2024-10-21 21:00:00,41.1959838867188,29.1522216796875,sxkdr7,41,165,88,278,Orta
2024-10-21 11:00:00,41.1630249023438,28.4600830078125,sxk4pt,14,125,59,86,Az
2024-10-19 03:00:00,41.0147094726563,28.9544677734375,sxk96f,7,85,42,33,Az
2024-10-23 16:00:00,41.0476684570313,28.8446044921875,sxk982,2,54,18,148,Orta
2024-10-29 17:00:00,41.2344360351563,28.5589599609375,sxk69f,64,111,89,16,Az
2024-10-04 15:00:00,41.2069702148438,28.7677001953125,sxk6qt,23,79,40,8,Az
2024-10-27 19:00:00,41.0037231445313,28.6688232421875,sxk3k2,1,104,32,299,Orta
2024-10-16 19:00:00,41.0916137695313,28.5040283203125,sxk3b8,26,133,64,83,Az
2024-10-23 12:00:00,41.0751342773438,28.7677001953125,sxk3wt,14,108,66,71,Az
2024-10-16 09:00:00,41.2289428710938,28.9764404296875,sxkde3,63,180,101,417,Cok
2024-10-16 20:00:00,41.0586547851563,29.0972900390625,sxk9w4,7,56,25,29,Az
2024-10-23 19:00:00,40.7949829101563,29.3939208984375,sxkbhf,16,133,78,431,Cok
2024-10-04 15:00:00,40.8718872070313,29.3280029296875,sxkbe2,1,65,24,211,Orta
2024-10-21 01:00:00,41.0421752929688,28.7677001953125,sxk3qx,18,50,32,5,Az
2024-10-20 07:00:00,41.2069702148438,28.8555908203125,sxkd2t,12,130,87,194,Orta
2024-10-20 15:00:00,41.0861206054688,29.0753173828125,sxk9tx,9,57,24,17,Az
2024-10-29 23:00:00,41.0531616210938,29.0313720703125,sxk9s9,2,104,55,175,Orta
2024-10-06 22:00:00,40.8828735351563,29.3280029296875,sxkbe6,62,95,83,5,Az
2024-10-21 11:00:00,41.0092163085938,27.9876708984375,sx7ckc,55,110,76,15,Az
2024-10-02 08:00:00,40.9927368164063,28.9215087890625,sxk94n,1,98,36,188,Orta
2024-10-25 20:00:00,40.9982299804688,27.9766845703125,sx7chx,14,117,75,66,Az
2024-10-06 04:00:00,41.0586547851563,29.0533447265625,sxk9t4,20,38,31,2,Az
2024-10-01 02:00:00,41.0806274414063,28.2403564453125,sxk1dw,22,92,61,22,Az
2024-10-20 04:00:00,41.1959838867188,28.6138916015625,sxk675,70,88,79,3,Az
2024-10-13 20:00:00,41.2069702148438,28.8336181640625,sxkd2j,63,63,63,1,Az
2024-10-11 15:00:00,41.0916137695313,29.0753173828125,sxk9v8,2,101,45,571,Cok
2024-10-05 19:00:00,40.8718872070313,29.2510986328125,sxkb98,2,88,30,126,Orta
2024-10-16 13:00:00,41.1245727539063,29.3499755859375,sxkcgy,60,135,83,13,Az
2024-10-21 04:00:00,41.0092163085938,29.2401123046875,sxkc33,8,103,44,20,Az
2024-10-18 19:00:00,41.0696411132813,28.8995361328125,sxk99s,2,49,14,188,Orta
2024-10-06 01:00:00,40.9707641601563,29.1192626953125,sxk9nd,4,68,27,44,Az
2024-10-03 23:00:00,41.0971069335938,29.0423583984375,sxk9uc,30,80,52,12,Az
2024-10-03 19:00:00,41.0311889648438,27.9986572265625,sx7cmj,38,86,64,7,Az
2024-10-24 12:00:00,41.1135864257813,29.0203857421875,sxk9uk,2,88,44,185,Orta
2024-10-22 05:00:00,41.0751342773438,28.7567138671875,sxk3wm,16,60,28,3,Az
2024-10-06 21:00:00,41.1355590820313,29.0423583984375,sxkdhb,6,71,36,17,Az
2024-10-27 10:00:00,41.1740112304688,28.8885498046875,sxkd1r,6,146,55,133,Orta
2024-10-08 11:00:00,41.0971069335938,27.9766845703125,sx7cu9,8,135,85,65,Az
2024-10-27 01:00:00,41.0586547851563,28.9324951171875,sxk9d6,4,57,26,32,Az
2024-10-10 05:00:00,41.1465454101563,28.2733154296875,sxk456,55,145,87,33,Az
2024-10-30 14:00:00,41.1904907226563,28.5699462890625,sxk664,40,151,85,95,Az
2024-10-21 09:00:00,41.0202026367188,29.0093994140625,sxk9k5,3,59,29,44,Az
2024-10-11 21:00:00,41.2069702148438,29.0423583984375,sxkdkv,7,82,47,21,Az
2024-10-25 15:00:00,40.9927368164063,29.0423583984375,sxk9hy,3,99,34,288,Orta
2024-10-31 08:00:00,40.9542846679688,29.0753173828125,sxk8vx,9,66,49,31,Az
2024-10-06 17:00:00,41.0531616210938,29.1741943359375,sxk9xc,9,142,88,44,Az
2024-10-09 06:00:00,41.1959838867188,29.1632080078125,sxkdre,56,183,93,173,Orta
2024-10-22 22:00:00,41.1080932617188,28.6358642578125,sxk3ge,8,121,69,92,Az
2024-10-01 15:00:00,41.1959838867188,28.7347412109375,sxk6mg,1,62,25,42,Az
2024-10-25 00:00:00,40.9158325195313,29.1632080078125,sxk8z8,2,60,28,23,Az
2024-10-08 16:00:00,41.1410522460938,29.1522216796875,sxkdp3,30,92,61,2,Az
2024-10-17 12:00:00,40.9817504882813,29.0863037109375,sxk9ju,3,94,26,204,Orta
2024-10-27 21:00:00,41.0586547851563,28.6907958984375,sxk3sf,2,123,47,239,Orta
2024-10-10 03:00:00,41.0476684570313,28.6907958984375,sxk3sb,13,113,59,53,Az
2024-10-30 02:00:00,41.0641479492188,29.1192626953125,sxk9we,57,142,105,39,Az
2024-10-16 11:00:00,41.0202026367188,28.6907958984375,sxk3kg,3,88,37,94,Az
2024-10-18 07:00:00,41.1410522460938,28.2403564453125,sxk449,84,86,85,2,Az
2024-10-06 19:00:00,40.9432983398438,29.2071533203125,sxkbbt,34,111,76,49,Az
2024-10-06 10:00:00,41.1026000976563,28.6029052734375,sxk3ff,55,150,100,55,Az
2024-10-24 16:00:00,41.2619018554688,28.0316162109375,sx7ftz,56,102,79,11,Az
2024-10-28 01:00:00,41.1520385742188,28.4710693359375,sxk4pg,47,116,88,14,Az
2024-10-09 15:00:00,40.8499145507813,29.3719482421875,sxkbkk,26,148,89,292,Orta
2024-10-11 18:00:00,41.0092163085938,29.2840576171875,sxkc63,4,124,43,197,Orta
2024-10-14 00:00:00,41.0256958007813,29.1082763671875,sxk9qk,5,89,33,56,Az
2024-10-29 11:00:00,41.2344360351563,28.9654541015625,sxkde4,57,156,91,153,Orta
2024-10-01 20:00:00,41.0037231445313,29.2730712890625,sxkc60,6,166,63,156,Orta
2024-10-30 23:00:00,41.1685180664063,28.9105224609375,sxkd1y,20,68,44,10,Az
2024-10-11 19:00:00,40.9432983398438,29.3719482421875,sxkbum,2,109,54,54,Az
2024-10-26 16:00:00,41.1355590820313,28.9434814453125,sxkd48,55,90,71,63,Az
2024-10-13 05:00:00,41.0037231445313,29.3060302734375,sxkc6b,78,100,89,6,Az
2024-10-26 14:00:00,40.9762573242188,28.8336181640625,sxk905,9,88,63,82,Az
2024-10-06 03:00:00,41.2014770507813,28.4600830078125,sxk4rs,88,140,105,3,Az
2024-10-30 21:00:00,41.1520385742188,29.6246337890625,sxm445,33,36,34,1,Az
2024-10-01 22:00:00,40.9982299804688,28.8446044921875,sxk90r,2,57,17,63,Az
2024-10-04 01:00:00,41.2234497070313,29.0203857421875,sxkds2,46,158,86,137,Orta
2024-10-19 07:00:00,41.0696411132813,28.9984130859375,sxk9eu,2,85,24,89,Az
2024-10-13 10:00:00,40.9213256835938,29.1412353515625,sxk8z1,6,54,26,34,Az
2024-10-12 16:00:00,41.0751342773438,29.1082763671875,sxk9wm,6,94,55,130,Orta
2024-10-09 01:00:00,40.9597778320313,29.1412353515625,sxk9p0,7,76,50,18,Az
2024-10-20 09:00:00,41.1465454101563,29.0093994140625,sxkdh4,23,72,49,16,Az
2024-10-11 23:00:00,41.0366821289063,28.8446044921875,sxk92q,2,66,26,73,Az
2024-10-05 07:00:00,41.0916137695313,29.0643310546875,sxk9v2,8,149,93,351,Cok
2024-10-03 07:00:00,41.0311889648438,28.8226318359375,sxk3rv,1,70,24,215,Orta
2024-10-23 16:00:00,40.9323120117188,29.1192626953125,sxk8ye,5,107,40,195,Orta
2024-10-31 18:00:00,41.0971069335938,29.0863037109375,sxk9vc,5,34,15,28,Az
2024-10-10 02:00:00,41.0531616210938,28.8446044921875,sxk983,6,61,29,30,Az
2024-10-19 00:00:00,40.9982299804688,28.9215087890625,sxk94p,5,92,32,44,Az
2024-10-17 21:00:00,40.9872436523438,28.8226318359375,sxk3pv,8,124,66,93,Az
2024-10-09 11:00:00,41.2179565429688,29.0313720703125,sxkdkx,8,67,35,52,Az
2024-10-21 10:00:00,41.0092163085938,29.0093994140625,sxk9k1,6,76,35,37,Az
2024-10-14 09:00:00,40.9982299804688,29.3280029296875,sxkc5r,73,118,91,19,Az
2024-10-14 00:00:00,40.9707641601563,28.8336181640625,sxk904,3,107,53,34,Az
2024-10-11 05:00:00,41.1355590820313,28.9544677734375,sxkd4b,6,49,20,4,Az
2024-10-19 09:00:00,41.0092163085938,28.8555908203125,sxk929,2,51,15,78,Az
2024-10-09 07:00:00,41.1795043945313,28.7457275390625,sxk6q0,3,114,52,224,Orta
2024-10-11 08:00:00,41.1080932617188,29.0533447265625,sxk9v5,8,74,29,69,Az
2024-10-04 09:00:00,41.1740112304688,28.5479736328125,sxk61x,69,168,101,115,Orta
2024-10-26 04:00:00,41.0806274414063,28.1304931640625,sxk18n,66,146,86,17,Az
2024-10-13 01:00:00,41.0202026367188,28.7896728515625,sxk3r5,4,57,25,21,Az
2024-10-19 09:00:00,40.9158325195313,29.3499755859375,sxkbgb,7,146,76,577,Cok
2024-10-27 19:00:00,41.0806274414063,28.1304931640625,sxk18n,66,153,102,38,Az
2024-10-18 03:00:00,41.2289428710938,28.9764404296875,sxkde3,61,144,87,114,Orta
2024-10-27 22:00:00,41.1300659179688,28.8116455078125,sxk3zx,53,146,98,100,Orta
2024-10-03 21:00:00,41.1849975585938,28.7017822265625,sxk6m1,12,74,40,29,Az
2024-10-18 06:00:00,41.0971069335938,27.9986572265625,sx7cv1,29,105,72,37,Az
2024-10-11 22:00:00,41.2454223632813,28.6907958984375,sxk6su,56,147,85,158,Orta
2024-10-31 17:00:00,40.8883666992188,29.3719482421875,sxkbs7,2,132,70,527,Cok
2024-10-01 06:00:00,40.9872436523438,28.7237548828125,sxk3jt,2,114,43,899,Cok
2024-10-28 08:00:00,41.0696411132813,28.9654541015625,sxk9eh,5,84,38,145,Orta
2024-10-04 18:00:00,40.9817504882813,29.1522216796875,sxk9pk,3,50,21,111,Orta
2024-10-09 15:00:00,41.0806274414063,29.0863037109375,sxk9ty,3,81,40,52,Az
2024-10-02 06:00:00,41.1849975585938,28.6798095703125,sxk6k9,9,76,42,71,Az
2024-10-09 12:00:00,41.0696411132813,28.8885498046875,sxk99k,2,71,24,138,Orta
2024-10-25 16:00:00,40.9982299804688,28.6798095703125,sxk3hx,2,95,26,328,Cok
2024-10-03 01:00:00,41.0092163085938,28.7896728515625,sxk3r1,6,66,30,41,Az
2024-10-30 14:00:00,41.2179565429688,28.4710693359375,sxk4rz,58,111,81,32,Az
2024-10-19 15:00:00,41.0696411132813,28.6248779296875,sxk3ek,2,85,42,175,Orta
2024-10-03 09:00:00,41.0202026367188,28.6358642578125,sxk37e,1,106,29,399,Cok
2024-10-03 06:00:00,41.2234497070313,28.7786865234375,sxk6wb,29,88,60,26,Az
2024-10-07 14:00:00,40.9762573242188,29.0423583984375,sxk9hg,2,55,20,99,Az
2024-10-23 07:00:00,40.9542846679688,29.1412353515625,sxk8zp,3,136,50,120,Orta
2024-10-12 01:00:00,41.0971069335938,28.9324951171875,sxk9f3,33,159,95,81,Az
2024-10-13 04:00:00,40.8883666992188,29.3280029296875,sxkbe7,37,149,87,72,Az
2024-10-05 08:00:00,41.0421752929688,29.2181396484375,sxkc2z,50,168,114,83,Az
